name,size,status
ds_dump_US__18.jl.gz,654621979,nan
ds_dump_US__19.jl.gz,654783646,nan
ds_dump_US__20.jl.gz,654820132,nan
ds_dump_US__21.jl.gz,655152400,nan
ds_dump_US__22.jl.gz,655174550,nan
ds_dump_US__23.jl.gz,655203984,nan
ds_dump_US__24.jl.gz,655304242,nan
ds_dump_US__25.jl.gz,655367310,nan
ds_dump_US__26.jl.gz,655481026,nan
ds_dump_US__27.jl.gz,655500051,nan
ds_dump_US__28.jl.gz,655600240,nan
ds_dump_US__29.jl.gz,655792737,nan
ds_dump_US__30.jl.gz,655798495,nan
ds_dump_US_31.jl.gz,656187096,nan
ds_dump_CN_1.jl.gz,656359698,nan
ds_dump_IN_2.jl.gz,656655450,nan
ds_dump_US_32.jl.gz,657016654,nan
ds_dump_CN_2.jl.gz,657568019,nan
ds_dump_CN_3.jl.gz,659325121,nan
ds_dump_CN_4.jl.gz,661112023,nan
ds_dump_US_33.jl.gz,662771867,nan
ds_dump_US_34.jl.gz,662866626,nan
ds_dump_US_35.jl.gz,663423663,nan
ds_dump_US_36.jl.gz,663507358,nan
ds_dump_US_37.jl.gz,663520728,nan
ds_dump_US_38.jl.gz,663533898,nan
ds_dump_US_39.jl.gz,663656845,nan
ds_dump_US_40.jl.gz,663667852,nan
ds_dump_ZA_1.jl.gz,663854476,nan
ds_dump_US_41.jl.gz,663905110,nan
ds_dump_US_42.jl.gz,663981801,nan
ds_dump_US_43.jl.gz,664315892,nan
ds_dump_US_44.jl.gz,664480717,nan
ds_dump_US_45.jl.gz,664537971,nan
ds_dump_US_46.jl.gz,664898262,nan
ds_dump_US_47.jl.gz,665008997,nan
ds_dump_US_48.jl.gz,665099969,nan
ds_dump_ZA_2.jl.gz,668244106,nan
ds_dump_BR_1.jl.gz,670785007,nan
ds_dump_NO_1.jl.gz,672005278,nan
ds_dump_US_49.jl.gz,676381245,nan
ds_dump_US_50.jl.gz,676562419,nan
ds_dump_US_51.jl.gz,677572947,nan
ds_dump_US_52.jl.gz,677667001,nan
ds_dump_US_53.jl.gz,677963602,nan
ds_dump_US_54.jl.gz,678015193,nan
ds_dump_US_55.jl.gz,678142228,nan
ds_dump_US_56.jl.gz,678246236,nan
ds_dump_US_57.jl.gz,678286986,nan
ds_dump_US_58.jl.gz,678405048,nan
ds_dump_US_59.jl.gz,678419929,nan
ds_dump_US_60.jl.gz,678652785,nan
ds_dump_US_61.jl.gz,678661080,nan
ds_dump_US_62.jl.gz,678800569,nan
ds_dump_US_63.jl.gz,678844479,nan
ds_dump_US_64.jl.gz,678876912,nan
ds_dump_US_65.jl.gz,679153245,nan
ds_dump_US_66.jl.gz,679205304,nan
ds_dump_US_67.jl.gz,679345691,nan
ds_dump_US_68.jl.gz,679405626,nan
ds_dump_US_69.jl.gz,679405886,nan
ds_dump_US_70.jl.gz,679608875,nan
ds_dump_US_71.jl.gz,679744311,nan
ds_dump_US_72.jl.gz,679899037,nan
ds_dump_US_73.jl.gz,680113501,nan
ds_dump_US_74.jl.gz,680172531,nan
ds_dump_US_75.jl.gz,680199671,nan
ds_dump_EG_1.jl.gz,680211470,nan
ds_dump_US_76.jl.gz,680430586,nan
ds_dump_US_77.jl.gz,680633536,nan
ds_dump_US_78.jl.gz,680637781,nan
ds_dump_US_79.jl.gz,680641861,nan
ds_dump_US_80.jl.gz,680734843,nan
ds_dump_US_81.jl.gz,681045534,nan
ds_dump_US_82.jl.gz,681073702,nan
ds_dump_US_83.jl.gz,681204369,nan
ds_dump_US_84.jl.gz,681208607,nan
ds_dump_US_85.jl.gz,681393448,nan
ds_dump_US_86.jl.gz,681778438,nan
ds_dump_US_87.jl.gz,682170984,nan
ds_dump_US_88.jl.gz,682440557,nan
ds_dump_US_89.jl.gz,682589437,nan
ds_dump_IT_1.jl.gz,682695763,nan
ds_dump_US_90.jl.gz,682919050,nan
ds_dump_US_91.jl.gz,682960401,nan
ds_dump_US_92.jl.gz,683115222,nan
ds_dump_US_93.jl.gz,683350244,nan
ds_dump_US_94.jl.gz,683697504,nan
ds_dump_IT_2.jl.gz,683758227,nan
ds_dump_US_95.jl.gz,684256416,nan
ds_dump_US_96.jl.gz,684558555,nan
ds_dump_IT_3.jl.gz,685001226,nan
ds_dump_IT_4.jl.gz,685526845,nan
ds_dump_CO_1.jl.gz,686495235,nan
ds_dump_IT_5.jl.gz,687054686,nan
ds_dump_CO_2.jl.gz,691010577,nan
ds_dump_SE_1.jl.gz,695640248,nan
ds_dump_PE_1.jl.gz,696090025,nan
ds_dump_CH_1.jl.gz,696449607,nan
ds_dump_DK_1.jl.gz,699490884,nan
ds_dump_IN_1.jl.gz,700924248,nan
ds_dump_SG_1.jl.gz,702783360,nan
ds_dump_PK_1.jl.gz,705586245,nan
ds_dump_BE_1.jl.gz,710532287,nan
ds_dump_PT_1.jl.gz,712149979,nan
ds_dump_NG_1.jl.gz,712179168,nan
ds_dump_UK_1.jl.gz,714975799,nan
ds_dump_UK_2.jl.gz,717189781,nan
ds_dump_UK_3.jl.gz,717474791,nan
ds_dump_UK_4.jl.gz,717679807,nan
ds_dump_UK_5.jl.gz,717684701,nan
ds_dump_UK_6.jl.gz,717971701,nan
ds_dump_UK_7.jl.gz,718050847,nan
ds_dump_UK_8.jl.gz,718195492,nan
ds_dump_UK_9.jl.gz,718209238,nan
ds_dump_UK_10.jl.gz,718227299,nan
ds_dump_BE_2.jl.gz,718293975,nan
ds_dump_UK_11.jl.gz,718755285,nan
ds_dump_UK_12.jl.gz,718819927,nan
ds_dump_UK_13.jl.gz,718961246,nan
ds_dump_UK_14.jl.gz,719632287,nan
ds_dump_UK_15.jl.gz,719919158,nan
ds_dump_UK_16.jl.gz,720293091,nan
ds_dump_ES_1.jl.gz,725239983,nan
ds_dump_NZ_1.jl.gz,725532198,nan
ds_dump_TR_1.jl.gz,726169179,nan
ds_dump_ES_2.jl.gz,727083024,nan
ds_dump_ES_3.jl.gz,728482244,nan
ds_dump_ES_4.jl.gz,729044321,nan
ds_dump_PH_1.jl.gz,729505696,nan
ds_dump_TR_2.jl.gz,729615265,nan
ds_dump_PL_1.jl.gz,730191280,nan
ds_dump_ES_5.jl.gz,730347672,nan
ds_dump_MY_1.jl.gz,733660801,nan
ds_dump_SA_1.jl.gz,737090832,nan
ds_dump_IE_1.jl.gz,740228150,nan
ds_dump_RU_1.jl.gz,745885514,nan
ds_dump_AR_1.jl.gz,746062406,nan
ds_dump_CL_1.jl.gz,748406746,nan
ds_dump_ID_1.jl.gz,749429994,nan
ds_dump_AR_2.jl.gz,749519517,nan
ds_dump_RU_2.jl.gz,749898032,nan
